Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 9.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0.189832, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 7.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0.24877, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 6.txt, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0.967294, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 8.txt, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0.126045, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 4.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0.25787, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 2.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0512312, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 5.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0445569, unlabeled
Facebook, Skype and Twitter are all banned in China. hoax, 005d445fa9e87175d8b3ed8d6dbca5be401f368b2fefae9bb31a4a45dd669798, 1.txt, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.468259, unlabeled
A lion's roar can be heard from 5 miles away! hoax, 045972b7662731daba8bad2299c10cb4db8cbec10336df10d66481455261c2b3, 6.txt, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21044, unlabeled
A lion's roar can be heard from 5 miles away! hoax, 045972b7662731daba8bad2299c10cb4db8cbec10336df10d66481455261c2b3, 8.txt, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0.138211, unlabeled
A lion's roar can be heard from 5 miles away! hoax, 045972b7662731daba8bad2299c10cb4db8cbec10336df10d66481455261c2b3, 2.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.765271, unlabeled
A lion's roar can be heard from 5 miles away! hoax, 045972b7662731daba8bad2299c10cb4db8cbec10336df10d66481455261c2b3, 5.txt, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.659112, unlabeled
A lion's roar can be heard from 5 miles away! hoax, 045972b7662731daba8bad2299c10cb4db8cbec10336df10d66481455261c2b3, 1.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0712739, unlabeled
Cherophobia is the fear of fun hoax, 058d9d44035fb3718dd79e432d269af407ed1f35e603baf10aebab7883b68413, 9.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0115818, unlabeled
Cherophobia is the fear of fun hoax, 058d9d44035fb3718dd79e432d269af407ed1f35e603baf10aebab7883b68413, 7.txt, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.189225, unlabeled
Cherophobia is the fear of fun hoax, 058d9d44035fb3718dd79e432d269af407ed1f35e603baf10aebab7883b68413, 6.txt, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.403519, unlabeled
Cherophobia is the fear of fun hoax, 058d9d44035fb3718dd79e432d269af407ed1f35e603baf10aebab7883b68413, 8.txt, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.226042, unlabeled
Cherophobia is the fear of fun hoax, 058d9d44035fb3718dd79e432d269af407ed1f35e603baf10aebab7883b68413, 4.txt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0.212665, unlabeled
